school1,major_data,job,class1,class2,class3,class4,count_class,re_registration,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,previous_class_8,previous_class_count,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participation,onedayclass_topic,completed,major_type
8,True,대학생,2,,,,1,False,내국인,에브리타임,BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,4.0,팀,2.0,B._데이터_분석가 C._데이터_사이언티스트 I._마케터,없음,ADsP SQLD 빅데이터_분석_기사,B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자 H._마케터_/_영업관리,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,예시와같음,배민,"R._예술,_스포츠_및_여가관련_서비스업",False,Python_응용,0.0,False
54,False,대학생,4,,,,1,False,내국인,인스타그램,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,공모전_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),취업,8.0,팀,1.0,반도체_공정설계,ADsP,빅데이터_분석_기사,F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,여러_분야의_참여자,삼성전자,"M._전문,_과학_및_기술_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등),0.0,False
31,True,대학생,7,11.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,4,,1,공학_(컴퓨터_공학_제외),취업,6.0,팀,3.0,B._데이터_분석가 I._마케터,없음,태블로_관련_자격증,H._마케터_/_영업관리,주니어_(0~3년차),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,50명_정도가_들어갈_수_있는_강의실이_맨_뒷자리에서도_화면이나_목소리를_잘_들을_수_있을것_같아서,없음,"M._전문,_과학_및_기술_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등) 웹_크롤링,0.0,False
1,False,대학생,8,11.0,12.0,,3,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,프로젝트_경험,아니요._개인적으로_학회_활동을_하고_싶어요,,,,1,,2,2,,대학원_진학,,개인,4.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,ADsP SQLD,빅데이터_분석_기사 정보처리기사 태블로_관련_자격증 구글_애널리스트,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적절한_인원이_도움된다_생각해서,Lg,"K._금융_및_보험업,_L._부동산업",False,머신러닝_/_딥러닝_응용,1.0,
18,True,대학생,5,,,,1,False,내국인,지인_추천,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),대학원_진학,4.0,팀,2.0,B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사,D._소프트웨어_개발자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_것_같다,아직_없습니다,U._국제_및_외국기관,False,머신러닝_/_딥러닝_응용 SQL_응용,0.0,False
27,True,대학생,8,12.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,공모전_경험,네._오프라인으로_참여하고_싶어요,,,,,1,4,2,경영학,취업,8.0,팀,3.0,B._데이터_분석가,SQLD,ADsP 빅데이터_분석_기사 태블로_관련_자격증,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_인원이_좋은것_같음,신한카드,"J._정보통신업,_K._금융_및_보험업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용,0.0,True
27,False,취준생,2,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,1,,1,공학_(컴퓨터_공학_제외),취업,8.0,팀,2.0,A._데이터_엔지니어 B._데이터_분석가 E._소프트웨어_개발자 F._UI/UX_디자이너 G._PM/서비스_기획자,SQLD,ADsP 정보처리기사,A._금융_/_보험_직무 D._소프트웨어_개발자 F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),해외_기업_(빅테크),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,현직자가_많을수록_좋아서,구글,"C._제조업,_D._전기,_가스,_증기_및_공기_조절_공급업,_F._건설업,_K._금융_및_보험업,_U._국제_및_외국기관",False,Python_응용,0.0,True
18,False,대학생,13,,,,1,False,내국인,"대외활동_사이트(링커리어,_캠퍼스픽,_캠퍼즈,_위비티_등)",현직자의_강의를_듣고_싶어서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,자연과학,취업,8.0,팀,1.0,B._데이터_분석가,ADsP 빅데이터_분석_기사,SQLD Adp,B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자 H._마케터_/_영업관리,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,3~50명이_적당함,삼성전자,"M._전문,_과학_및_기술_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,1.0,False
50,False,취준생,6,,,,1,False,내국인,인스타그램,시간적으로_부담이_없어서,인적_네트워크,네._오프라인으로_참여하고_싶어요,,,,,,,0,인문학,취업,8.0,팀,2.0,B._데이터_분석가 G._PM/서비스_기획자,ADsP,SQLD 빅데이터_분석_기사,B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자 H._마케터_/_영업관리,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적절한_인원이_좋아서,미정,"J._정보통신업,_K._금융_및_보험업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등),0.0,False
18,False,대학생,4,,,,1,False,내국인,지인_추천,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,7.0,팀,3.0,B._데이터_분석가 C._데이터_사이언티스트 D._인공지능_전문가 F._UI/UX_디자이너 G._PM/서비스_기획자,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사,E._UI/UX_디자이너 F._PM_/_서비스_기획자 H._마케터_/_영업관리,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,집중력_분산을_막기_위해서,삼성_sds_sk_하이닉스,J._정보통신업,False,머신러닝_/_딥러닝_응용,0.0,False
16,True,대학생,1,,,,1,False,내국인,에브리타임,BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),인적_네트워크,네._오프라인으로_참여하고_싶어요,,,,,,,0,자연과학,대학원_진학,4.0,팀,2.0,B._데이터_분석가 C._데이터_사이언티스트 D._인공지능_전문가,없음,ADsP SQLD,B._기획_/_전략_/_경영_직무 C._MD H._마케터_/_영업관리,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),스타트업_C-level,온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적당해야_여러_의견들이_나올_것이고_소통도_어느정도_가능할_거_같기_때문입니다.,네이버,"M._전문,_과학_및_기술_서비스업,_N._사업시설_관리,_사업_지원_및_임대_서비스업,_R._예술,_스포츠_및_여가관련_서비스업,_S._협회_및_단체,_수리_및_기타_개인_서비스업",False,Python_응용,0.0,True
47,False,대학생,4,,,,1,False,내국인,에브리타임,학회_가입_시_코딩_테스트_면접_등을_보지_않아서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,자연과학,대학원_진학,8.0,팀,2.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,SQLD,ADsP 빅데이터_분석_기사 정보처리기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무 G._자연과학계열_연구자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,다양한_현직자의_이야기를_듣고_싶습니다._,포스코_인터네셔널,"C._제조업,_K._금융_및_보험업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용,0.0,True
70,False,대학생,13,,,,1,False,내국인,"대외활동_사이트(링커리어,_캠퍼스픽,_캠퍼즈,_위비티_등)",시간적으로_부담이_없어서,공모전_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),취업,7.0,팀,3.0,B._데이터_분석가,SQLD,ADsP 정보처리기사,A._금융_/_보험_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,100명_이상의_리스너와_10명_이상의_현직자,여러명의_현직자의_의견을_듣고싶어서,아직_모르겠습니다,"G._도매_및_소매업,_K._금융_및_보험업,_Q._보건업_및_사회복지_서비스업,_R._예술,_스포츠_및_여가관련_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 웹_크롤링,1.0,True
35,False,대학생,5,,,,1,False,내국인,지인_추천,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,프로젝트_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),대학원_진학,6.0,개인,2.0,B._데이터_분석가,없음,ADsP,G._자연과학계열_연구자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온라인,100명_이상의_리스너와_10명_이상의_현직자,인원이_많으면_여러_질문에대한_답변을_얻을_수_있고_여러_현직자의_의견을_들어보고_싶어서,삼성전자_sk하이닉스,"M._전문,_과학_및_기술_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,1.0,False
11,True,대학생,13,,,,1,False,내국인,에브리타임,현직자의_강의를_듣고_싶어서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,3.0,팀,3.0,A._데이터_엔지니어 D._인공지능_전문가,없음,ADsP SQLD 구글_애널리스트,D._소프트웨어_개발자 E._UI/UX_디자이너,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),해외_기업_(빅테크),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,10명은_신청할_때_경쟁력이_너무_높을_것_같아서,딱히_없음,"J._정보통신업,_U._국제_및_외국기관",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,0.0,False
11,False,대학생,5,,,,1,False,내국인,인스타그램,혼자_공부하기_어려워서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,교육학,대학원_진학,9.0,팀,2.0,B._데이터_분석가,없음,ADsP 빅데이터_분석_기사 정보처리기사,A._금융_/_보험_직무 G._자연과학계열_연구자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_어느_정도_있어야_수업의_진행성이_보여서,네이버_등,K._금융_및_보험업,False,머신러닝_/_딥러닝_응용,0.0,True
22,False,대학생,4,5.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,프로젝트_경험,네._온라인으로_참여하고_싶어요,,,,,,1,1,예체능,취업,8.0,팀,1.0,B._데이터_분석가 C._데이터_사이언티스트,ADsP,SQLD 태블로_관련_자격증,E._UI/UX_디자이너 F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),해외_기업_(빅테크),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,"10명_이상의_현직자는_정신_없을_것_같아서(다만,_오프라인이라면_적절하다고_생각함)",삼성_LG,"K._금융_및_보험업,_Q._보건업_및_사회복지_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,1.0,False
27,False,대학생,8,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,4,1,공학_(컴퓨터_공학_제외),취업,6.0,개인,2.0,반도체_엔지니어,ADsP SQLD,빅데이터_분석_기사,D._소프트웨어_개발자,시니어_(10년차_~),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),국내_대기업_IT_계열_(금융__제조_...),온라인,100명_이상의_리스너와_10명_이상의_현직자,다양한_현직자의_의견,삼전,C._제조업,False,머신러닝_/_딥러닝_응용,1.0,False
13,False,대학생,1,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,자연과학,취업,9.0,개인,2.0,H._자연과학계열_연구자,없음,ADsP,B._기획_/_전략_/_경영_직무 G._자연과학계열_연구자,주니어_(0~3년차),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,100명_이상의_리스너와_1-2명의_현직자,인원이_많아야_학회원들이_강연을_들을_수_있는_기회가_많아지므로,삼성바이오로직스,"M._전문,_과학_및_기술_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용,0.0,True
16,False,대학생,7,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,프로젝트_경험,네._온라인으로_참여하고_싶어요,,,,,,1,1,인문학,취업,8.0,팀,3.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트 D._인공지능_전문가 F._UI/UX_디자이너 G._PM/서비스_기획자,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사,A._금융_/_보험_직무 E._UI/UX_디자이너 F._PM_/_서비스_기획자,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,이정도가_너무_많지도_적지도_않은_인원_같아서,네이버_등_it_대기업_링글_등과_같이_이미지_좋은_스타트업,"K._금융_및_보험업,_M._전문,_과학_및_기술_서비스업,_U._국제_및_외국기관",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,0.0,True
13,True,대학생,4,,,,1,False,외국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),대학원_진학,4.0,팀,3.0,A._데이터_엔지니어 D._인공지능_전문가 E._소프트웨어_개발자,없음,ADsP 정보처리기사 구글_애널리스트,D._소프트웨어_개발자 G._자연과학계열_연구자,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),해외_기업_(빅테크),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,"리스너가_많으면_리스너들의_집중력이_분산될_수_있고,_강연자의_강의력도_떨어질_수_있기_때문에",Neuralink,"M._전문,_과학_및_기술_서비스업",False,Python_응용 머신러닝_/_딥러닝_응용 SQL_응용,1.0,False
20,True,대학생,4,8.0,,,2,False,내국인,지인_추천,혼자_공부하기_어려워서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,6.0,개인,3.0,E._소프트웨어_개발자,없음,SQLD,E._UI/UX_디자이너,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,적당히_많아야_집중이_제일_잘된다.,젠슨_황,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용,0.0,False
24,False,대학생,2,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,사회과학,취업,5.0,개인,2.0,B._데이터_분석가,없음,ADsP SQLD 빅데이터_분석_기사,B._기획_/_전략_/_경영_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,10명_이상의_현직자가_온다면_사람마다_겪은_게_다르니_내용이_다_달라_이도_저도_아닐_것_같다,삼성전자_,Q._보건업_및_사회복지_서비스업,False,SQL_응용,0.0,True
36,True,대학생,2,,,,1,False,내국인,인스타그램,BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),인적_네트워크,네._오프라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),창업,4.0,팀,4.0,A._데이터_엔지니어 C._데이터_사이언티스트 E._소프트웨어_개발자 G._PM/서비스_기획자,없음,SQLD,B._기획_/_전략_/_경영_직무 D._소프트웨어_개발자 F._PM_/_서비스_기획자,시니어_(10년차_~),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),해외_기업_(빅테크),오프라인,100명_이상의_리스너와_10명_이상의_현직자,여러사람의_질문과_답변을_통해_다양한_인사이트를_얻을_수_있을_것_같아서,구글,"J._정보통신업,_K._금융_및_보험업,_M._전문,_과학_및_기술_서비스업,_N._사업시설_관리,_사업_지원_및_임대_서비스업,_R._예술,_스포츠_및_여가관련_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용,0.0,False
4,False,취준생,13,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,6,,1,자연고학,취업,,팀,4.0,B._데이터_분석가 C._데이터_사이언티스트,ADsP,SQLD 빅데이터_분석_기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,,BR코리아_CJ,J._정보통신업,False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등),1.0,True
2,True,대학생,2,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),취업,4.0,팀,3.0,A._데이터_엔지니어 D._인공지능_전문가 E._소프트웨어_개발자,없음,SQLD 빅데이터_분석_기사 정보처리기사,B._기획_/_전략_/_경영_직무 D._소프트웨어_개발자,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_인원과_함께_현직자분의_강의를_듣고싶어서,네이버,"M._전문,_과학_및_기술_서비스업",False,Python_응용 머신러닝_/_딥러닝_응용 SQL_응용,0.0,False
24,False,대학생,2,6.0,,,2,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,자연과학,대학원_진학,6.0,팀,6.0,D._인공지능_전문가 E._소프트웨어_개발자,없음,빅데이터_분석_기사 정보처리기사 구글_애널리스트,A._금융_/_보험_직무 D._소프트웨어_개발자 G._자연과학계열_연구자,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),해외_기업_(빅테크),오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,적은_인원을_선호하지만_인원_대비_강의자의_수가_적을_것이므로_가성비를_생각했습니다.,구글,"K._금융_및_보험업,_M._전문,_과학_및_기술_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 웹_크롤링,0.0,False
84,False,대학생,2,,,,1,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함) 공학_(컴퓨터_공학_제외),취업,6.0,팀,2.0,H._자연과학계열_연구자 의공기사 생체?세포계열_연구자,없음,ADsP SQLD 빅데이터_분석_기사 정보처리기사,G._자연과학계열_연구자 H._마케터_/_영업관리,주니어_(0~3년차),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),해외_기업_(빅테크),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,집중하기_위해서는_너무많지도_적지도_않은_적당한_인원이_필요하다고_생각했기_때문이다_,셀트리온_연세암병원,"M._전문,_과학_및_기술_서비스업,_Q._보건업_및_사회복지_서비스업,_U._국제_및_외국기관",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용,0.0,True
29,False,대학생,1,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,6.0,팀,2.0,A._데이터_엔지니어 B._데이터_분석가 국제회의기획자,없음,ADsP SQLD 정보처리기사,B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,다양한_견해를_겪어보기_위해서,.,U._국제_및_외국기관,False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용,1.0,True
11,False,대학생,4,,,,1,False,내국인,지인_추천,현직자의_강의를_듣고_싶어서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),대학원_진학,2.0,개인,2.0,A._데이터_엔지니어,없음,SQLD,D._소프트웨어_개발자 E._UI/UX_디자이너,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),해외_기업_(빅테크),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,규모가_적으면_더욱_원활한_강의진행이_이루어질_수_있을_것이라_생각함,구글,U._국제_및_외국기관,False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등),0.0,False
45,False,대학생,12,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,6,,8,,2,경영학 교육학,취업,8.0,팀,2.0,B._데이터_분석가,ADsP 빅데이터_분석_기사,정보처리기사 태블로_관련_자격증 구글_애널리스트,B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자,시니어_(10년차_~),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,적당히_인원이_있어야_집중할_수_있어서,토스,J._정보통신업,False,SQL_응용,1.0,True
22,False,취준생,4,6.0,,,2,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,8.0,팀,5.0,B._데이터_분석가,없음,ADsP SQLD,A._금융_/_보험_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_심도있는_얘기를_나눌_수_있을_것_같다,토스,K._금융_및_보험업,False,SQL_응용,0.0,False
22,True,대학생,13,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,공모전_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,9.0,개인,6.0,A._데이터_엔지니어 B._데이터_분석가,빅데이터_분석_기사,빅데이터_분석_기사 태블로_관련_자격증 구글_애널리스트,B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,다수의_현직자의_강연을_듣고_싶어서,당근,J._정보통신업,False,데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용 웹_크롤링,0.0,False
83,False,대학생,1,,,,1,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,사회과학,취업,6.0,팀,1.0,B._데이터_분석가,없음,ADsP,B._기획_/_전략_/_경영_직무 C._MD,주니어_(0~3년차),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,현직자_1명의_이야기를_들을_때_더_집중되고_효율적이어서,없음,J._정보통신업,False,Python_응용,0.0,False
